time,x,y,vx,vy,state
3.432,0.0463,0.0,-0.0049,-0.0,DESCEND
3.465,0.0461,0.0,-0.0049,-0.0,DESCEND
3.498,0.046,0.0,-0.0049,-0.0,DESCEND
3.531,0.0458,0.0,-0.0049,-0.0,DESCEND
3.564,0.0456,0.0,-0.0049,-0.0,DESCEND
3.597,0.0455,0.0,-0.0049,-0.0,DESCEND
3.63,0.0453,0.0,-0.0049,-0.0,DESCEND
3.663,0.0452,0.0,-0.0049,-0.0,DESCEND
3.696,0.045,0.0,-0.0049,-0.0,DESCEND
3.729,0.0448,0.0,-0.0049,-0.0,DESCEND
3.762,0.0447,0.0,-0.0049,-0.0,DESCEND
3.795,0.0445,0.0,-0.0049,-0.0,DESCEND
3.828,0.0443,0.0,-0.0049,-0.0,DESCEND
3.861,0.0442,0.0,-0.0049,-0.0,DESCEND
3.894,0.044,0.0,-0.0049,-0.0,DESCEND
3.927,0.0439,0.0,-0.0049,-0.0,DESCEND
3.96,0.0437,0.0,-0.0049,-0.0,DESCEND
3.993,0.0435,0.0,-0.0049,-0.0,DESCEND
4.026,0.0434,0.0,-0.0049,-0.0,DESCEND
4.059,0.0432,0.0,-0.0049,-0.0,DESCEND
4.092,0.0431,0.0,-0.0049,-0.0,DESCEND
4.125,0.0429,0.0,-0.0049,-0.0,DESCEND
4.158,0.0427,0.0,-0.0049,-0.0,DESCEND
4.191,0.0426,0.0,-0.0049,-0.0,DESCEND
4.224,0.0424,0.0,-0.0049,-0.0,DESCEND
4.257,0.0422,0.0,-0.0049,-0.0,DESCEND
4.29,0.0421,0.0,-0.0049,-0.0,DESCEND
4.323,0.0419,0.0,-0.0049,-0.0,DESCEND
4.356,0.0418,0.0,-0.0049,-0.0,DESCEND
4.389,0.0416,0.0,-0.0049,-0.0,DESCEND
4.422,0.0414,0.0,-0.0049,-0.0,DESCEND
4.455,0.0413,0.0,-0.0049,-0.0,DESCEND
4.488,0.0411,0.0,-0.0049,-0.0,DESCEND
4.521,0.0409,0.0,-0.0049,-0.0,DESCEND
4.554,0.0408,0.0,-0.0049,-0.0,DESCEND
4.587,0.0406,0.0,-0.0049,-0.0,DESCEND
4.62,0.0405,0.0,-0.0049,-0.0,DESCEND
4.653,0.0403,0.0,-0.0049,-0.0,DESCEND
4.686,0.0401,0.0,-0.0049,-0.0,DESCEND
4.719,0.04,0.0,-0.0049,-0.0,DESCEND
4.752,0.0398,0.0,-0.0049,-0.0,DESCEND
4.785,0.0397,0.0,-0.0049,-0.0,DESCEND
4.818,0.0395,0.0,-0.0049,-0.0,DESCEND
4.851,0.0393,0.0,-0.0049,-0.0,DESCEND
4.884,0.0392,0.0,-0.0049,-0.0,DESCEND
4.917,0.039,0.0,-0.0049,-0.0,DESCEND
4.95,0.0388,0.0,-0.0049,-0.0,DESCEND
4.983,0.0387,0.0,-0.0049,-0.0,DESCEND
5.016,0.0385,0.0,-0.0049,-0.0,DESCEND
5.049,0.0384,0.0,-0.0049,-0.0,DESCEND
5.082,0.0382,0.0,-0.0049,-0.0,DESCEND
5.115,0.038,0.0,-0.0049,-0.0,DESCEND
5.148,0.0379,0.0,-0.0049,-0.0,DESCEND
5.181,0.0377,0.0,-0.0049,-0.0,DESCEND
5.214,0.0375,0.0,-0.0049,-0.0,DESCEND
5.247,0.0374,0.0,-0.0049,-0.0,DESCEND
5.28,0.0372,0.0,-0.0049,-0.0,DESCEND
5.313,0.0371,0.0,-0.0049,-0.0,DESCEND
5.346,0.0369,0.0,-0.0049,-0.0,DESCEND
5.379,0.0367,0.0,-0.0049,-0.0,DESCEND
5.412,0.0366,0.0,-0.0049,-0.0,DESCEND
5.445,0.0364,0.0,-0.0049,-0.0,DESCEND
5.478,0.0363,0.0,-0.0049,-0.0,DESCEND
5.511,0.0361,0.0,-0.0049,-0.0,DESCEND
5.544,0.0359,0.0,-0.0049,-0.0,DESCEND
5.577,0.0358,0.0,-0.0049,-0.0,DESCEND
5.61,0.0356,0.0,-0.0049,-0.0,DESCEND
5.643,0.0354,0.0,-0.0049,-0.0,DESCEND
5.676,0.0353,0.0,-0.0049,-0.0,DESCEND
5.709,0.0351,0.0,-0.0049,-0.0,DESCEND
5.742,0.035,0.0,-0.0049,-0.0,DESCEND
5.775,0.0348,0.0,-0.0049,-0.0,DESCEND
5.808,0.0346,0.0,-0.0049,-0.0,DESCEND
5.841,0.0345,0.0,-0.0049,-0.0,DESCEND
5.874,0.0343,0.0,-0.0049,-0.0,DESCEND
5.907,0.0341,0.0,-0.0049,-0.0,DESCEND
5.94,0.034,0.0,-0.0049,-0.0,DESCEND
5.973,0.0338,0.0,-0.0049,-0.0,DESCEND
6.006,0.0337,0.0,-0.0049,-0.0,DESCEND
6.039,0.0335,0.0,-0.0049,-0.0,DESCEND
6.072,0.0333,0.0,-0.0049,-0.0,DESCEND
6.105,0.0332,0.0,-0.0049,-0.0,DESCEND
6.138,0.033,0.0,-0.0049,-0.0,DESCEND
6.171,0.0329,0.0,-0.0049,-0.0,DESCEND
6.204,0.0327,0.0,-0.0049,-0.0,DESCEND
6.237,0.0325,0.0,-0.0049,-0.0,DESCEND
6.27,0.0324,0.0,-0.0049,-0.0,DESCEND
6.303,0.0322,0.0,-0.0049,-0.0,DESCEND
6.336,0.032,0.0,-0.0049,-0.0,DESCEND
6.369,0.0319,0.0,-0.0049,-0.0,DESCEND
6.402,0.0317,0.0,-0.0049,-0.0,DESCEND
6.435,0.0316,0.0,-0.0049,-0.0,DESCEND
6.468,0.0314,0.0,-0.0049,-0.0,DESCEND
6.501,0.0312,0.0,-0.0049,-0.0,DESCEND
6.534,0.0311,0.0,-0.0049,-0.0,DESCEND
6.567,0.0309,0.0,-0.0049,-0.0,DESCEND
6.6,0.0307,0.0,-0.0049,-0.0,DESCEND
6.633,0.0306,0.0,-0.0049,-0.0,DESCEND
6.666,0.0304,0.0,-0.0049,-0.0,DESCEND
6.699,0.0303,0.0,-0.0049,-0.0,DESCEND
6.732,0.0301,0.0,-0.0049,-0.0,DESCEND
6.765,0.0299,0.0,-0.0049,-0.0,DESCEND
6.798,0.0298,0.0,-0.0049,-0.0,DESCEND
6.831,0.0296,0.0,-0.0049,-0.0,DESCEND
6.864,0.0294,0.0,-0.0049,-0.0,DESCEND
6.897,0.0293,0.0,-0.0049,-0.0,DESCEND
6.93,0.0291,0.0,-0.0049,-0.0,DESCEND
6.963,0.029,0.0,-0.0049,-0.0,DESCEND
6.996,0.0288,0.0,-0.0049,-0.0,DESCEND
7.029,0.0286,0.0,-0.0049,-0.0,DESCEND
7.062,0.0285,0.0,-0.0049,-0.0,DESCEND
7.095,0.0283,0.0,-0.0049,-0.0,DESCEND
7.128,0.0282,0.0,-0.0049,-0.0,DESCEND
7.161,0.028,0.0,-0.0049,-0.0,DESCEND
7.194,0.0278,0.0,-0.0049,-0.0,DESCEND
7.227,0.0277,0.0,-0.0049,-0.0,DESCEND
7.26,0.0275,0.0,-0.0049,-0.0,DESCEND
7.293,0.0273,0.0,-0.0049,-0.0,DESCEND
7.326,0.0272,0.0,-0.0049,-0.0,DESCEND
7.359,0.027,0.0,-0.0049,-0.0,DESCEND
7.392,0.0269,0.0,-0.0049,-0.0,DESCEND
7.425,0.0267,0.0,-0.0049,-0.0,DESCEND
7.458,0.0265,0.0,-0.0049,-0.0,DESCEND
7.491,0.0264,0.0,-0.0049,-0.0,DESCEND
7.524,0.0262,0.0,-0.0049,-0.0,DESCEND
7.557,0.026,0.0,-0.0049,-0.0,DESCEND
7.59,0.0259,0.0,-0.0049,-0.0,DESCEND
7.623,0.0257,0.0,-0.0049,-0.0,DESCEND
7.656,0.0256,0.0,-0.0049,-0.0,DESCEND
7.689,0.0254,0.0,-0.0049,-0.0,DESCEND
7.722,0.0252,0.0,-0.0049,-0.0,DESCEND
7.755,0.0251,0.0,-0.0049,-0.0,DESCEND
7.788,0.0249,0.0,-0.0049,-0.0,DESCEND
7.821,0.0248,0.0,-0.0049,-0.0,DESCEND
7.854,0.0246,0.0,-0.0049,-0.0,DESCEND
7.887,0.0244,0.0,-0.0049,-0.0,DESCEND
7.92,0.0243,0.0,-0.0049,-0.0,DESCEND
7.953,0.0241,0.0,-0.0049,-0.0,DESCEND
7.986,0.0239,0.0,-0.0049,-0.0,DESCEND
8.019,0.0238,0.0,-0.0049,-0.0,DESCEND
8.052,0.0236,0.0,-0.0049,-0.0,DESCEND
8.085,0.0235,0.0,-0.0049,-0.0,DESCEND
8.118,0.0233,0.0,-0.0049,-0.0,DESCEND
8.151,0.0231,0.0,-0.0049,-0.0,DESCEND
8.184,0.023,0.0,-0.0049,-0.0,DESCEND
8.217,0.0228,0.0,-0.0049,-0.0,DESCEND
8.25,0.0226,0.0,-0.0049,-0.0,DESCEND
8.283,0.0225,0.0,-0.0049,-0.0,DESCEND
8.316,0.0223,0.0,-0.0049,-0.0,DESCEND
8.349,0.0222,0.0,-0.0049,-0.0,DESCEND
8.382,0.022,0.0,-0.0049,-0.0,DESCEND
8.415,0.0218,0.0,-0.0049,-0.0,DESCEND
8.448,0.0217,0.0,-0.0049,-0.0,DESCEND
8.481,0.0215,0.0,-0.0049,-0.0,DESCEND
8.514,0.0214,0.0,-0.0049,-0.0,DESCEND
8.547,0.0212,0.0,-0.0049,-0.0,DESCEND
8.58,0.021,0.0,-0.0049,-0.0,DESCEND
8.613,0.0209,0.0,-0.0049,-0.0,DESCEND
8.646,0.0207,0.0,-0.0049,-0.0,DESCEND
8.679,0.0205,0.0,-0.0049,-0.0,DESCEND
8.712,0.0204,0.0,-0.0049,-0.0,DESCEND
8.745,0.0202,0.0,-0.0049,-0.0,DESCEND
8.778,0.0201,0.0,-0.0049,-0.0,DESCEND
8.811,0.0199,0.0,-0.0049,-0.0,DESCEND
8.844,0.0197,0.0,-0.0049,-0.0,DESCEND
8.877,0.0196,0.0,-0.0049,-0.0,DESCEND
8.91,0.0194,0.0,-0.0049,-0.0,DESCEND
8.943,0.0192,0.0,-0.0049,-0.0,DESCEND
8.976,0.0191,0.0,-0.0049,-0.0,DESCEND
9.009,0.0189,0.0,-0.0049,-0.0,DESCEND
9.042,0.0188,0.0,-0.0049,-0.0,DESCEND
9.075,0.0186,0.0,-0.0049,-0.0,DESCEND
9.108,0.0184,0.0,-0.0049,-0.0,DESCEND
9.141,0.0183,0.0,-0.0049,-0.0,DESCEND
9.174,0.0181,0.0,-0.0049,-0.0,DESCEND
9.207,0.018,0.0,-0.0049,-0.0,DESCEND
9.24,0.0178,0.0,-0.0049,-0.0,DESCEND
9.273,0.0176,0.0,-0.0049,-0.0,DESCEND
9.306,0.0175,0.0,-0.0049,-0.0,DESCEND
9.339,0.0173,0.0,-0.0049,-0.0,DESCEND
9.372,0.0171,0.0,-0.0049,-0.0,DESCEND
9.405,0.017,0.0,-0.0049,-0.0,DESCEND
9.438,0.0168,0.0,-0.0049,-0.0,DESCEND
9.471,0.0167,0.0,-0.0049,-0.0,DESCEND
9.504,0.0165,0.0,-0.0049,-0.0,DESCEND
9.537,0.0163,0.0,-0.0049,-0.0,DESCEND
9.57,0.0162,0.0,-0.0049,-0.0,DESCEND
9.603,0.016,0.0,-0.0049,-0.0,DESCEND
9.636,0.0158,0.0,-0.0049,-0.0,DESCEND
9.669,0.0157,0.0,-0.0049,-0.0,DESCEND
9.702,0.0155,0.0,-0.0049,-0.0,DESCEND
9.735,0.0154,0.0,-0.0049,-0.0,DESCEND
9.768,0.0152,0.0,-0.0049,-0.0,DESCEND
9.801,0.015,0.0,-0.0049,-0.0,DESCEND
9.834,0.0149,0.0,-0.0049,-0.0,DESCEND
9.867,0.0147,0.0,-0.0049,-0.0,DESCEND
9.9,0.0146,0.0,-0.0049,-0.0,DESCEND
9.933,0.0144,0.0,-0.0049,-0.0,DESCEND
9.966,0.0142,0.0,-0.0049,-0.0,DESCEND
9.999,0.0141,0.0,-0.0049,-0.0,DESCEND
