time,x,y,vx,vy,state
8.25,0.0003,0.0,-0.0099,-0.0,DESCEND
8.283,-0.0,0.0,-0.0099,-0.0,DESCEND
8.316,-0.0004,0.0,-0.0099,-0.0,DESCEND
8.349,-0.0007,0.0,-0.0099,-0.0,DESCEND
8.382,-0.001,0.0,-0.0099,-0.0,DESCEND
8.415,-0.0013,0.0,-0.0099,-0.0,DESCEND
8.448,-0.0017,0.0,-0.0099,-0.0,DESCEND
8.481,-0.002,0.0,-0.0099,-0.0,DESCEND
8.514,-0.0023,0.0,-0.0099,-0.0,DESCEND
8.547,-0.0027,0.0,-0.0099,-0.0,DESCEND
8.58,-0.003,0.0,-0.0099,-0.0,DESCEND
8.613,-0.0033,0.0,-0.0099,-0.0,DESCEND
8.646,-0.0036,0.0,-0.0099,-0.0,DESCEND
8.679,-0.004,0.0,-0.0099,-0.0,DESCEND
8.712,-0.0043,0.0,-0.0099,-0.0,DESCEND
8.745,-0.0046,0.0,-0.0099,-0.0,DESCEND
8.778,-0.0049,0.0,-0.0099,-0.0,DESCEND
8.811,-0.0053,0.0,-0.0099,-0.0,DESCEND
8.844,-0.0056,0.0,-0.0099,-0.0,DESCEND
8.877,-0.0059,0.0,-0.0099,-0.0,DESCEND
8.91,-0.0063,0.0,-0.0099,-0.0,DESCEND
8.943,-0.0066,0.0,-0.0099,-0.0,DESCEND
8.976,-0.0069,0.0,-0.0099,-0.0,DESCEND
9.009,-0.0072,0.0,-0.0099,-0.0,DESCEND
9.042,-0.0076,0.0,-0.0099,-0.0,DESCEND
9.075,-0.0079,0.0,-0.0099,-0.0,DESCEND
9.108,-0.0082,0.0,-0.0099,-0.0,DESCEND
9.141,-0.0086,0.0,-0.0099,-0.0,DESCEND
9.174,-0.0089,0.0,-0.0099,-0.0,DESCEND
9.207,-0.0092,0.0,-0.0099,-0.0,DESCEND
9.24,-0.0095,0.0,-0.0099,-0.0,DESCEND
9.273,-0.0099,0.0,-0.0099,-0.0,DESCEND
9.306,-0.0102,0.0,-0.0099,-0.0,DESCEND
9.339,-0.0105,0.0,-0.0099,-0.0,DESCEND
9.372,-0.0109,0.0,-0.0099,-0.0,DESCEND
9.405,-0.0112,0.0,-0.0099,-0.0,DESCEND
9.438,-0.0115,0.0,-0.0099,-0.0,DESCEND
9.471,-0.0118,0.0,-0.0099,-0.0,DESCEND
9.504,-0.0122,0.0,-0.0099,-0.0,DESCEND
9.537,-0.0125,0.0,-0.0099,-0.0,DESCEND
9.57,-0.0128,0.0,-0.0099,-0.0,DESCEND
9.603,-0.0131,0.0,-0.0099,-0.0,DESCEND
9.636,-0.0135,0.0,-0.0099,-0.0,DESCEND
9.669,-0.0138,0.0,-0.0099,-0.0,DESCEND
9.702,-0.0141,0.0,-0.0099,-0.0,DESCEND
9.735,-0.0145,0.0,-0.0099,-0.0,DESCEND
9.768,-0.0148,0.0,-0.0099,-0.0,DESCEND
9.801,-0.0151,0.0,-0.0099,-0.0,DESCEND
9.834,-0.0154,0.0,-0.0099,-0.0,DESCEND
9.867,-0.0158,0.0,-0.0099,-0.0,DESCEND
9.9,-0.0161,0.0,-0.0099,-0.0,DESCEND
9.933,-0.0164,0.0,-0.0099,-0.0,DESCEND
9.966,-0.0168,0.0,-0.0099,-0.0,DESCEND
9.999,-0.0171,0.0,-0.0099,-0.0,DESCEND
