Experiment_ID,Date,Model_Type,Dataset_Version,Epochs,Batch_Size,mAP50,mAP50-95,Notes
TRN_001,2026-07-14,YOLOv11n,VisDrone2019,50,-1,0.25,0.15,Baseline model (auto-batch issue)
